Date,Open,High,Low,Close,Adj_Close,Volume
2020-01-02,139.7899933,141.1000061,139.2599945,141.0899963,118.4303207,10803700
2020-01-03,137.5,139.2299957,137.0800018,138.3399963,116.867485,10386800
2020-01-06,136.5599976,138.2700043,136.5,138.2299957,116.774559,10259000
2020-01-07,137.2799988,137.8600006,135.8200073,135.8800049,114.7893066,10531300
2020-01-08,135.6999969,137.5800018,135.6000061,136.9400024,115.6847916,9695300
2020-01-09,138.0500031,138.2299957,137.0399933,137.4400024,116.1071777,9469000
2020-01-10,137.2100067,137.25,135.8099976,136.0700073,114.9498367,10190900
2020-01-13,136.1900024,137.1999969,135.7599945,137.1999969,115.9044189,12355200
2020-01-14,137.9400024,140.7599945,137.6900024,138.8000031,117.256073,24906000
2020-01-15,137.8500061,138.6000061,136.1499939,136.7200012,115.498909,16293400
2020-01-16,137.4499969,137.8999939,136.8399963,137.25,115.9466629,10783800
2020-01-17,137.5399933,138.2899933,137.3200073,138.1999969,116.7492218,14697700
2020-01-21,137.1900024,138.0700073,136.6900024,136.8399963,115.6002884,8474200
2020-01-22,137.2400055,137.3999939,136.3800049,136.6799927,115.4651413,7549100
2020-01-23,135.7100067,136.7400055,134.7200012,136.5399933,115.3468628,9345700
2020-01-24,136.3699951,136.4299927,132.3200073,133.1499939,112.4830399,15166400
2020-01-27,130.2700043,132.9400024,129.7100067,132.0299988,111.5368881,12860500
2020-01-28,132.8399963,134.9700012,132.4799957,134.4299927,113.5643387,13062800
2020-01-29,134.8099976,135.5399933,133.6900024,134.2299957,113.395401,9326000
2020-01-30,132.6900024,136.1300049,132.6900024,135.8899994,114.7977448,9048900
2020-01-31,134.4900055,134.8300018,131.4700012,132.3600006,111.8156738,12785200
2020-02-03,132.6600037,134.2400055,132.6600037,133.3699951,112.6688843,10021100
2020-02-04,135.5500031,136.6000061,135.0800018,135.2899933,114.2908707,9157100
2020-02-05,136.5700073,137.7299957,136.0099945,137.5899963,116.2338943,10150700
2020-02-06,138.2400055,138.2899933,137.1100006,137.6100006,116.2507477,8992300
2020-02-07,136.7299957,137.6699982,136.3000031,137.1699982,115.8790588,6379800
2020-02-10,136.9499969,137.8500061,136.75,137.7400055,116.3606033,5960700
2020-02-11,138.2599945,138.8200073,137.7799988,138.0,116.5802689,6578600
2020-02-12,138.6000061,139.2899933,137.8000031,138.0,116.5802689,7958000
2020-02-13,137.75,138.3399963,136.3999939,137.8800049,116.4788895,7447500
2020-02-14,137.8399963,138.1900024,136.9400024,137.4600067,116.1240616,6627600
2020-02-18,137.3399963,137.7100067,135.0500031,135.6399994,114.5865707,8996400
2020-02-19,136.9100037,138.3899994,136.3399963,137.4900055,116.1494141,7071200
2020-02-20,137.1699982,138.3600006,136.5299988,137.4900055,116.1494141,7422800
2020-02-21,136.5500031,136.9199982,134.9199982,135.8099976,114.7301712,9772800
2020-02-24,131.4400024,133.1999969,130.8000031,132.1600037,111.646698,13618400
2020-02-25,131.0,132.2299957,125.5899963,126.2600021,106.6625061,20797200
2020-02-26,126.9300003,128.9499969,126.3399963,126.6399994,106.9835129,24825600
2020-02-27,122.9100037,125.6200027,121.3000031,121.3700027,102.5314941,23005500
2020-02-28,117.5199966,118.4899979,112.6600037,116.1100006,98.08791351,45931400
2020-03-02,116.6299973,121.5800018,114.4599991,121.5199966,102.6581879,27355400
2020-03-03,120.9700012,122.9499969,116.2399979,116.9599991,98.80596924,32547700
2020-03-04,118.3300018,120.1900024,114.6999969,119.8499985,101.2474213,25795900
2020-03-05,115.6699982,116.4300003,112.5800018,113.9700012,96.2800827,25025600
2020-03-06,106.2600021,110.3199997,105.0199966,108.0800018,91.30429077,38159400
2020-03-09,96.56999969,99.23000336,93.0,93.44000244,78.9366684,40352000
2020-03-10,99.0,101.2799988,94.58000183,100.6999969,85.06978607,31102700
2020-03-11,97.69999695,100.0500031,94.55000305,95.95999908,81.06551361,38127000
2020-03-12,89.58999634,96.95999908,86.31999969,88.05000305,74.38324738,49725200
2020-03-13,95.98999786,103.9899979,92.0,103.9100037,87.78157043,38543300
2020-03-16,85.19999695,93.98000336,84.55000305,88.36000061,74.64516449,38589700
2020-03-17,90.88999939,97.44000244,87.5,93.76000214,79.2069931,35239800
2020-03-18,87.66999817,90.79000092,80.36000061,83.88999939,70.86894226,41525600
2020-03-19,81.55999756,88.11000061,76.91000366,85.30000305,72.060112,32175100
2020-03-20,86.30000305,89.45999908,82.48000336,83.5,70.53949738,30150800
2020-03-23,82.68000031,83.75,78.08999634,79.02999878,66.76332855,32536600
2020-03-24,84.90000153,90.09999847,82.90000153,88.43000031,74.70426941,34363200
2020-03-25,89.23999786,95.15000153,84.54000092,91.73000336,77.49207306,38111700
2020-03-26,94.08000183,98.56999969,93.54000092,98.12000275,82.89025116,29826300
2020-03-27,93.19000244,94.83999634,90.55000305,91.12999725,76.98519897,30041500
2020-03-30,90.65000153,94.08999634,89.30000305,93.5,78.98735046,21656900
2020-03-31,92.05000305,94.16999817,89.33999634,90.02999878,76.05593872,23379300
2020-04-01,85.09999847,86.55999756,83.25,84.36000061,71.2660141,28029600
2020-04-02,83.51000214,87.91000366,82.95999908,87.51000214,73.92708588,24018000
2020-04-03,86.0,87.48000336,82.76999664,84.05000305,71.74197388,21199400
2020-04-06,88.98999786,90.98999786,87.69999695,89.45999908,76.35972595,26820800
2020-04-07,94.44999695,94.5,90.37999725,90.63999939,77.36694336,22563800
2020-04-08,92.09999847,94.86000061,90.55000305,94.30000305,80.49097443,22903300
2020-04-09,96.91999817,104.3899994,96.88999939,102.7600021,87.71212769,42055900
2020-04-13,103.1100006,103.1100006,97.30000305,98.19000244,83.81135559,26911900
2020-04-14,101.0199966,102.0,93.63999939,95.5,81.51527405,46151300
2020-04-15,91.15000153,92.02999878,90.12999725,90.79000092,77.4949646,30118600
2020-04-16,90.23000336,90.56999969,87.05000305,87.33000183,74.54167175,32449600
2020-04-17,92.0,95.69999695,90.95999908,95.18000031,81.24211121,30191900
2020-04-20,92.47000122,94.70999908,90.45999908,91.70999908,78.28026581,23679400
2020-04-21,88.62000275,91.37999725,88.33000183,89.05000305,76.00978851,23035000
2020-04-22,90.69000244,91.87000275,89.18000031,89.33999634,76.25730896,16662400
2020-04-23,89.73999786,91.27999878,89.26000214,89.38999939,76.30000305,16638800
2020-04-24,90.63999939,91.09999847,88.48999786,90.70999908,77.42670441,15809200
2020-04-27,91.94000244,95.62999725,91.54000092,94.62000275,80.76411438,22870200
2020-04-28,97.80999756,98.36000061,95.02999878,95.29000092,81.33600616,20238900
2020-04-29,99.08000183,99.44999695,97.26999664,97.86000061,83.52968597,20462600
2020-04-30,95.59999847,96.83999634,94.55000305,95.76000214,81.73719025,19127600
2020-05-01,93.5,93.73999786,91.83999634,93.25,79.59474182,18547700
